Invoice,Product Name,Product Category,Product Price (IDR),Product Quantity,Shipping Fee (IDR),Total Amount (IDR),Order Created Date,Courier Name,Courier Service,Order Status,Region/Province,ECommerce
INV/20201210/XX/XII/53888866,Jas Hujan setelan bahan polymer,Pakaian,159000,8,20000,1292000,10-12-2020,JNE,Regular,Order Berhasil, LAMPUNG,Tokopedia
INV/20201211/XX/XII/55947711,Tas Sekolah tahan air 15.6 inch,Accessories,359000,37,20000,13303000,11-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201211/XX/XII/55947711,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,27,20000,11762300,11-12-2020,JNE,Regular,Order On Process, JAWA TIMUR,Tokopedia
INV/20201211/XX/XII/66127882,Pashmina ceruty premium basic,Pakaian,34900,60,20000,2114000,11-12-2020,JNE,Regular,Order Berhasil, LAMPUNG,Tokopedia
INV/20201211/XX/XII/66127882,Jas Hujan setelan bahan polymer,Pakaian,159000,9,20000,1451000,11-12-2020,JNE,Regular,Order Berhasil, LAMPUNG,Tokopedia
INV/20201211/XX/XII/78567054,Batik Couple modis merah maroon,Pakaian,119000,39,20000,4661000,11-12-2020,JNE,Regular,Order On Process, NUSA TENGGARA TIMUR,Tokopedia
INV/20201211/XX/XII/53594757,Baju Gamis bahan katun gold,Pakaian,89000,72,20000,6428000,11-12-2020,SiCepat,Regular,Order Berhasil, PAPUA BARAT,Tokopedia
INV/20201211/XX/XII/73172804,Payung lipat 42 inch,Accessories,42900,76,20000,3280400,11-12-2020,SiCepat,Regular,Order On Process, JAMBI,Tokopedia
INV/20201211/XX/XII/71274740,Sweater unisex kuning,Pakaian,99000,71,20000,7049000,11-12-2020,JNE,Regular,Order On Process, RIAU,Tokopedia
INV/20201211/XX/XII/84739871,Seragam Sekolah SD paket lengkap,Pakaian,124900,14,20000,1768600,11-12-2020,JNE,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201211/XX/XII/17963747,Baju Koko lengan pendek hitam,Pakaian,89000,33,20000,2957000,11-12-2020,JNE,Regular,Order Berhasil, PAPUA,Tokopedia
INV/20201212/XX/XII/85528700,Tas Sekolah tahan air 15.6 inch,Accessories,359000,51,20000,18329000,12-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201212/XX/XII/85528700,Pashmina ceruty premium basic,Pakaian,34900,80,20000,2812000,12-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201212/XX/XII/85528700,Baju Koko lengan pendek hitam,Pakaian,89000,45,20000,4025000,12-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201212/XX/XII/64066918,Seragam Sekolah SD paket lengkap,Pakaian,124900,8,20000,1019200,12-12-2020,JNE,Regular,Order Berhasil, KALIMANTAN SELATAN,Tokopedia
INV/20201212/XX/XII/94085658,Jas Hujan setelan bahan polymer,Pakaian,159000,9,20000,1451000,12-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201212/XX/XII/94085658,Baju Gamis bahan katun gold,Pakaian,89000,94,20000,8386000,12-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201212/XX/XII/15589978,Sweater unisex kuning,Pakaian,99000,100,20000,9920000,12-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201212/XX/XII/53228403,Payung lipat 42 inch,Accessories,42900,88,20000,3795200,12-12-2020,JNE,Regular,Order Berhasil, JAWA BARAT,Tokopedia
INV/20201212/XX/XII/36663065,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,46,20000,20025400,12-12-2020,JNE,Regular,Order Berhasil, PAPUA BARAT,Tokopedia
INV/20201212/XX/XII/36663065,Batik Couple modis merah maroon,Pakaian,119000,83,20000,9897000,12-12-2020,JNE,Regular,Order Berhasil, PAPUA BARAT,Tokopedia
INV/20201213/XX/XII/59925369,Pashmina ceruty premium basic,Pakaian,34900,63,20000,2218700,13-12-2020,JNE,Regular,Order Berhasil, KALIMANTAN TENGAH,Tokopedia
INV/20201213/XX/XII/85115480,Tas Sekolah tahan air 15.6 inch,Accessories,359000,48,20000,17252000,13-12-2020,JNE,Regular,Order Berhasil, SUMATERA UTARA,Tokopedia
INV/20201213/XX/XII/55510637,Jas Hujan setelan bahan polymer,Pakaian,159000,13,20000,2087000,13-12-2020,JNE,Regular,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201213/XX/XII/72063993,Sweater unisex kuning,Pakaian,99000,100,20000,9920000,13-12-2020,JNE,Regular,Order Berhasil, SUMATERA UTARA,Tokopedia
INV/20201213/XX/XII/11790380,Baju Gamis bahan katun gold,Pakaian,89000,83,20000,7407000,13-12-2020,GO-JEK,Same Day,Order Berhasil, SUMATERA UTARA,Tokopedia
INV/20201213/XX/XII/44519795,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,24,20000,10457600,13-12-2020,JNE,Regular,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201213/XX/XII/18630210,Seragam Sekolah SD paket lengkap,Pakaian,124900,48,20000,6015200,13-12-2020,JNE,Regular,Order Gagal, ACEH,Tokopedia
INV/20201213/XX/XII/20316132,Payung lipat 42 inch,Accessories,42900,66,20000,2851400,13-12-2020,GO-JEK,Same Day,Order On Process, JAWA TIMUR,Tokopedia
INV/20201213/XX/XII/94334349,Baju Koko lengan pendek hitam,Pakaian,89000,38,20000,3402000,13-12-2020,JNE,Regular,Order On Process, MALUKU,Tokopedia
INV/20201213/XX/XII/86955848,Batik Couple modis merah maroon,Pakaian,119000,83,20000,9897000,13-12-2020,JNE,Regular,Order Berhasil, JAMBI,Tokopedia
INV/20201214/XX/XII/12972092,Tas Sekolah tahan air 15.6 inch,Accessories,359000,46,20000,16534000,14-12-2020,JNE,Regular,Order Berhasil, ACEH,Tokopedia
INV/20201214/XX/XII/21675884,Payung lipat 42 inch,Accessories,42900,47,20000,2036300,14-12-2020,JNE,Regular,Order On Process, JAWA TIMUR,Tokopedia
INV/20201214/XX/XII/21675884,Jas Hujan setelan bahan polymer,Pakaian,159000,9,20000,1451000,14-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201214/XX/XII/74431139,Sweater unisex kuning,Pakaian,99000,59,20000,5861000,14-12-2020,JNE,Regular,Order Berhasil, SUMATERA SELATAN,Tokopedia
INV/20201214/XX/XII/35735436,Baju Koko lengan pendek hitam,Pakaian,89000,40,20000,3580000,14-12-2020,GO-JEK,Same Day,Order On Process, SULAWESI BARAT,Tokopedia
INV/20201214/XX/XII/74736315,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,16,20000,6978400,14-12-2020,JNE,Regular,Order On Process, JAWA BARAT,Tokopedia
INV/20201214/XX/XII/16886938,Pashmina ceruty premium basic,Pakaian,34900,54,20000,1904600,14-12-2020,GO-JEK,Same Day,Order Berhasil, ACEH,Tokopedia
INV/20201214/XX/XII/97044299,Seragam Sekolah SD paket lengkap,Pakaian,124900,28,20000,3517200,14-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201214/XX/XII/22274962,Baju Gamis bahan katun gold,Pakaian,89000,74,20000,6606000,14-12-2020,JNE,Regular,Order Berhasil, BANGKA BELITUNG,Tokopedia
INV/20201214/XX/XII/72114952,Batik Couple modis merah maroon,Pakaian,119000,51,20000,6089000,14-12-2020,JNE,Regular,Order Berhasil, NUSA TENGGARA BARAT,Tokopedia
INV/20201215/XX/XII/58152340,Batik Couple modis merah maroon,Pakaian,119000,54,20000,6446000,15-12-2020,JNE,Regular,Order Berhasil, JAWA BARAT,Tokopedia
INV/20201215/XX/XII/58152340,Baju Koko lengan pendek hitam,Pakaian,89000,34,20000,3046000,15-12-2020,JNE,Regular,Order On Process, JAWA BARAT,Tokopedia
INV/20201215/XX/XII/39541445,Tas Sekolah tahan air 15.6 inch,Accessories,359000,54,20000,19406000,15-12-2020,JNE,Regular,Order Berhasil, BANTEN,Tokopedia
INV/20201215/XX/XII/48325315,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,17,20000,7413300,15-12-2020,JNE,Regular,Order On Process, SUMATERA BARAT,Tokopedia
INV/20201215/XX/XII/48325315,Jas Hujan setelan bahan polymer,Pakaian,159000,10,20000,1610000,15-12-2020,JNE,Regular,Order On Process, SUMATERA BARAT,Tokopedia
INV/20201215/XX/XII/71240118,Sweater unisex kuning,Pakaian,99000,66,20000,6554000,15-12-2020,JNE,Regular,Order Berhasil, SULAWESI TENGGARA,Tokopedia
INV/20201215/XX/XII/81739177,Pashmina ceruty premium basic,Pakaian,34900,40,20000,1416000,15-12-2020,JNE,Regular,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201215/XX/XII/81739177,Baju Gamis bahan katun gold,Pakaian,89000,84,20000,7496000,15-12-2020,JNE,Regular,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201215/XX/XII/58273906,Seragam Sekolah SD paket lengkap,Pakaian,124900,51,20000,6389900,15-12-2020,GO-JEK,Same Day,Order Berhasil, KEPULAUAN RIAU,Tokopedia
INV/20201215/XX/XII/64457823,Payung lipat 42 inch,Accessories,42900,50,20000,2165000,15-12-2020,JNE,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201216/XX/XII/12422307,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,28,20000,12197200,16-12-2020,JNE,Regular,Order Berhasil, LAMPUNG,Tokopedia
INV/20201216/XX/XII/86381969,Tas Sekolah tahan air 15.6 inch,Accessories,359000,27,20000,9713000,16-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201216/XX/XII/41015144,Batik Couple modis merah maroon,Pakaian,119000,43,20000,5137000,16-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201216/XX/XII/54990260,Pashmina ceruty premium basic,Pakaian,34900,53,20000,1869700,16-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201216/XX/XII/54990260,Baju Gamis bahan katun gold,Pakaian,89000,68,20000,6072000,16-12-2020,JNE,Regular,Order On Process, D.K.I. JAKARTA,Tokopedia
INV/20201216/XX/XII/56352800,Payung lipat 42 inch,Accessories,42900,56,20000,2422400,16-12-2020,JNE,Regular,Order Berhasil, SULAWESI SELATAN,Tokopedia
INV/20201216/XX/XII/74785157,Seragam Sekolah SD paket lengkap,Pakaian,124900,29,20000,3642100,16-12-2020,JNE,Regular,Order Berhasil, KALIMANTAN TIMUR,Tokopedia
INV/20201216/XX/XII/90446351,Baju Koko lengan pendek hitam,Pakaian,89000,34,20000,3046000,16-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201216/XX/XII/74796000,Sweater unisex kuning,Pakaian,99000,44,20000,4376000,16-12-2020,JNE,Regular,Order Berhasil, KEPULAUAN RIAU,Tokopedia
INV/20201216/XX/XII/65992555,Jas Hujan setelan bahan polymer,Pakaian,159000,6,20000,974000,16-12-2020,JNE,Regular,Order On Process, JAWA BARAT,Tokopedia
INV/20201217/XX/XII/93148441,Jas Hujan setelan bahan polymer,Pakaian,159000,9,20000,1451000,17-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201217/XX/XII/74782326,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,22,20000,9587800,17-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201217/XX/XII/29783253,Baju Koko lengan pendek hitam,Pakaian,89000,34,20000,3046000,17-12-2020,JNE,Regular,Order Berhasil, BALI,Tokopedia
INV/20201217/XX/XII/46166990,Pashmina ceruty premium basic,Pakaian,34900,55,20000,1939500,17-12-2020,SiCepat,Regular,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201217/XX/XII/18620990,Seragam Sekolah SD paket lengkap,Pakaian,124900,29,20000,3642100,17-12-2020,JNE,Regular,Order Berhasil, SUMATERA UTARA,Tokopedia
INV/20201217/XX/XII/50617157,Baju Gamis bahan katun gold,Pakaian,89000,94,20000,8386000,17-12-2020,JNE,Regular,Order Berhasil, JAWA BARAT,Tokopedia
INV/20201217/XX/XII/16664701,Sweater unisex kuning,Pakaian,99000,51,20000,5069000,17-12-2020,JNE,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201217/XX/XII/16664701,Payung lipat 42 inch,Accessories,42900,60,20000,2594000,17-12-2020,JNE,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201217/XX/XII/16664701,Batik Couple modis merah maroon,Pakaian,119000,32,20000,3828000,17-12-2020,JNE,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201217/XX/XII/75288531,Tas Sekolah tahan air 15.6 inch,Accessories,359000,32,20000,11508000,17-12-2020,JNE,Regular,Order On Process, NUSA TENGGARA BARAT,Tokopedia
INV/20201218/XX/XII/91746588,Seragam Sekolah SD paket lengkap,Pakaian,124900,11,20000,1393900,18-12-2020,JNE,Regular,Order On Process, ACEH,Tokopedia
INV/20201218/XX/XII/91746588,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,6,20000,2629400,18-12-2020,JNE,Regular,Order Berhasil, ACEH,Tokopedia
INV/20201218/XX/XII/91746588,Payung lipat 42 inch,Accessories,42900,54,20000,2336600,18-12-2020,JNE,Regular,Order Berhasil, ACEH,Tokopedia
INV/20201218/XX/XII/85243702,Jas Hujan setelan bahan polymer,Pakaian,159000,6,20000,974000,18-12-2020,JNE,Regular,Order Berhasil, NUSA TENGGARA TIMUR,Tokopedia
INV/20201218/XX/XII/19627675,Batik Couple modis merah maroon,Pakaian,119000,32,20000,3828000,18-12-2020,SiCepat,Regular,Order Berhasil, KALIMANTAN BARAT,Tokopedia
INV/20201218/XX/XII/19627675,Baju Koko lengan pendek hitam,Pakaian,89000,18,20000,1622000,18-12-2020,SiCepat,Regular,Order Berhasil, KALIMANTAN BARAT,Tokopedia
INV/20201218/XX/XII/52072519,Sweater unisex kuning,Pakaian,99000,31,20000,3089000,18-12-2020,JNE,Regular,Order On Process, KALIMANTAN SELATAN,Tokopedia
INV/20201218/XX/XII/52072519,Pashmina ceruty premium basic,Pakaian,34900,26,20000,927400,18-12-2020,JNE,Regular,Order Berhasil, KALIMANTAN SELATAN,Tokopedia
INV/20201218/XX/XII/78812767,Tas Sekolah tahan air 15.6 inch,Accessories,359000,24,20000,8636000,18-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201218/XX/XII/65059618,Seragam Sekolah SD paket lengkap,Pakaian,124900,12,20000,1518800,18-12-2020,JNE,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201218/XX/XII/65059618,Batik Couple modis merah maroon,Pakaian,119000,26,20000,3114000,18-12-2020,JNE,Regular,Order On Process, RIAU,Tokopedia
INV/20201218/XX/XII/94467631,Sweater unisex kuning,Pakaian,99000,49,20000,4871000,18-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201218/XX/XII/75051995,Payung lipat 42 inch,Accessories,42900,34,20000,1478600,18-12-2020,JNE,Regular,Order Berhasil, MALUKU,Tokopedia
INV/20201218/XX/XII/49645521,Baju Gamis bahan katun gold,Pakaian,89000,31,20000,2779000,18-12-2020,JNE,Regular,Order On Process, NUSA TENGGARA TIMUR,Tokopedia
INV/20201218/XX/XII/46739421,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,6,20000,2629400,18-12-2020,GO-JEK,Same Day,Order Berhasil, ACEH,Tokopedia
INV/20201218/XX/XII/19791386,Tas Sekolah tahan air 15.6 inch,Accessories,359000,12,20000,4328000,18-12-2020,GO-JEK,Same Day,Order Berhasil, SULAWESI SELATAN,Tokopedia
INV/20201218/XX/XII/19791386,Baju Koko lengan pendek hitam,Pakaian,89000,19,20000,1711000,18-12-2020,GO-JEK,Same Day,Order Berhasil, SULAWESI SELATAN,Tokopedia
INV/20201218/XX/XII/19791386,Baju Gamis bahan katun gold,Pakaian,89000,45,20000,4025000,18-12-2020,GO-JEK,Same Day,Order Berhasil, SULAWESI SELATAN,Tokopedia
INV/20201218/XX/XII/96964877,Jas Hujan setelan bahan polymer,Pakaian,159000,6,20000,974000,18-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201218/XX/XII/60619021,Pashmina ceruty premium basic,Pakaian,34900,18,20000,648200,18-12-2020,JNE,Regular,Batal, BALI,Tokopedia
INV/20201219/XX/XII/46918820,Payung lipat 42 inch,Accessories,42900,76,20000,3280400,19-12-2020,JNE,Regular,Order Berhasil, KALIMANTAN SELATAN,Tokopedia
INV/20201219/XX/XII/76296433,Jas Hujan setelan bahan polymer,Pakaian,159000,7,20000,1133000,19-12-2020,JNE,Regular,Order Berhasil, BANTEN,Tokopedia
INV/20201219/XX/XII/26244494,Tas Sekolah tahan air 15.6 inch,Accessories,359000,37,20000,13303000,19-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201219/XX/XII/26244494,Seragam Sekolah SD paket lengkap,Pakaian,124900,16,20000,2018400,19-12-2020,JNE,Regular,Selesai, D.K.I. JAKARTA,Tokopedia
INV/20201219/XX/XII/91263949,Baju Koko lengan pendek hitam,Pakaian,89000,29,20000,2601000,19-12-2020,GO-JEK,Same Day,Order Berhasil, SUMATERA SELATAN,Tokopedia
INV/20201219/XX/XII/61020430,Sweater unisex kuning,Pakaian,99000,90,20000,8930000,19-12-2020,JNE,Regular,Order Berhasil, BANTEN,Tokopedia
INV/20201219/XX/XII/54667017,Batik Couple modis merah maroon,Pakaian,119000,32,20000,3828000,19-12-2020,JNE,Regular,Order Berhasil, SULAWESI SELATAN,Tokopedia
INV/20201219/XX/XII/36349443,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,18,20000,7848200,19-12-2020,JNE,Regular,Order On Process, D.K.I. JAKARTA,Tokopedia
INV/20201219/XX/XII/80022756,Baju Gamis bahan katun gold,Pakaian,89000,58,20000,5182000,19-12-2020,JNE,Regular,Order Berhasil, D.K.I. JAKARTA,Tokopedia
INV/20201219/XX/XII/50274919,Pashmina ceruty premium basic,Pakaian,34900,49,20000,1730100,19-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201220/XX/XII/12052084,Batik Couple modis merah maroon,Pakaian,119000,84,20000,10016000,20-12-2020,JNE,Regular,Order On Process, BANTEN,Tokopedia
INV/20201220/XX/XII/18323573,Seragam Sekolah SD paket lengkap,Pakaian,124900,17,20000,2143300,20-12-2020,JNE,Regular,Order On Process, SULAWESI SELATAN,Tokopedia
INV/20201220/XX/XII/59324154,Sweater unisex kuning,Pakaian,99000,48,20000,4772000,20-12-2020,JNE,Regular,Order Berhasil, KALIMANTAN SELATAN,Tokopedia
INV/20201220/XX/XII/47325180,Jas Hujan setelan bahan polymer,Pakaian,159000,6,20000,974000,20-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201220/XX/XII/19780131,Tas Sekolah tahan air 15.6 inch,Accessories,359000,13,20000,4687000,20-12-2020,JNE,Regular,Transaksi dialihkan., JAWA BARAT,Tokopedia
INV/20201220/XX/XII/19780131,Pashmina ceruty premium basic,Pakaian,34900,44,20000,1555600,20-12-2020,JNE,Regular,Order On Process, JAWA BARAT,Tokopedia
INV/20201220/XX/XII/23127779,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,19,20000,8283100,20-12-2020,JNE,Regular,Order Berhasil, JAWA BARAT,Tokopedia
INV/20201220/XX/XII/55726926,Payung lipat 42 inch,Accessories,42900,93,20000,4009700,20-12-2020,JNE,Regular,Order Berhasil, SULAWESI SELATAN,Tokopedia
INV/20201220/XX/XII/42661410,Baju Gamis bahan katun gold,Pakaian,89000,60,20000,5360000,20-12-2020,GO-JEK,Same Day,Order On Process, BALI,Tokopedia
INV/20201220/XX/XII/57839984,Baju Koko lengan pendek hitam,Pakaian,89000,30,20000,2690000,20-12-2020,SiCepat,Regular,Order Berhasil, D.I. YOGYAKARTA,Tokopedia
INV/20201221/XX/XII/34953204,Payung lipat 42 inch,Accessories,42900,72,20000,3108800,21-12-2020,JNE,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201221/XX/XII/25118583,Seragam Sekolah SD paket lengkap,Pakaian,124900,30,20000,3767000,21-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA BARAT,Tokopedia
INV/20201221/XX/XII/38826203,Batik Couple modis merah maroon,Pakaian,119000,52,20000,6208000,21-12-2020,SiCepat,Regular,Order Berhasil, MALUKU UTARA,Tokopedia
INV/20201221/XX/XII/38826203,Baju Koko lengan pendek hitam,Pakaian,89000,71,20000,6339000,21-12-2020,SiCepat,Regular,Order Berhasil, MALUKU UTARA,Tokopedia
INV/20201221/XX/XII/65681462,Sweater unisex kuning,Pakaian,99000,90,20000,8930000,21-12-2020,JNE,Regular,Order Berhasil, D.I. YOGYAKARTA,Tokopedia
INV/20201221/XX/XII/65681462,Baju Gamis bahan katun gold,Pakaian,89000,79,20000,7051000,21-12-2020,JNE,Regular,Order On Process, D.I. YOGYAKARTA,Tokopedia
INV/20201221/XX/XII/93989280,Tas Sekolah tahan air 15.6 inch,Accessories,359000,23,20000,8277000,21-12-2020,JNE,Regular,Order Berhasil, LAMPUNG,Tokopedia
INV/20201221/XX/XII/20199114,Jas Hujan setelan bahan polymer,Pakaian,159000,6,20000,974000,21-12-2020,JNE,Regular,Order Berhasil, SULAWESI TENGGARA,Tokopedia
INV/20201221/XX/XII/80513226,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,23,20000,10022700,21-12-2020,SiCepat,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201221/XX/XII/79520671,Pashmina ceruty premium basic,Pakaian,34900,41,20000,1450900,21-12-2020,JNE,Regular,Order Berhasil, JAMBI,Tokopedia
INV/20201222/XX/XII/76614702,Baju Koko lengan pendek hitam,Pakaian,89000,27,20000,2423000,22-12-2020,GO-JEK,Same Day,Order Berhasil, JAMBI,Tokopedia
INV/20201222/XX/XII/41383074,Seragam Sekolah SD paket lengkap,Pakaian,124900,8,20000,1019200,22-12-2020,JNE,Regular,Batal, KALIMANTAN BARAT,Tokopedia
INV/20201222/XX/XII/76947049,Tas Sekolah tahan air 15.6 inch,Accessories,359000,11,20000,3969000,22-12-2020,JNE,Regular,Order Berhasil, JAWA BARAT,Tokopedia
INV/20201222/XX/XII/61950047,Jas Hujan setelan bahan polymer,Pakaian,159000,4,20000,656000,22-12-2020,GO-JEK,Same Day,Order Berhasil, SULAWESI SELATAN,Tokopedia
INV/20201222/XX/XII/13686059,Sweater unisex kuning,Pakaian,99000,69,20000,6851000,22-12-2020,SiCepat,Regular,Order On Process, RIAU,Tokopedia
INV/20201222/XX/XII/13686059,Payung lipat 42 inch,Accessories,42900,73,20000,3151700,22-12-2020,SiCepat,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201222/XX/XII/46219648,Baju Gamis bahan katun gold,Pakaian,89000,70,20000,6250000,22-12-2020,JNE,Regular,Order Berhasil, MALUKU,Tokopedia
INV/20201222/XX/XII/53162175,Pashmina ceruty premium basic,Pakaian,34900,40,20000,1416000,22-12-2020,JNE,Regular,Order On Process, KALIMANTAN SELATAN,Tokopedia
INV/20201222/XX/XII/53162175,Batik Couple modis merah maroon,Pakaian,119000,71,20000,8469000,22-12-2020,JNE,Regular,Order Berhasil, KALIMANTAN SELATAN,Tokopedia
INV/20201222/XX/XII/46580929,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,11,20000,4803900,22-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201223/XX/XII/79438761,Tas Sekolah tahan air 15.6 inch,Accessories,359000,47,20000,16893000,23-12-2020,GO-JEK,Same Day,Order On Process, JAWA TENGAH,Tokopedia
INV/20201223/XX/XII/26315454,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,12,20000,5238800,23-12-2020,GO-JEK,Same Day,Order Berhasil, MALUKU UTARA,Tokopedia
INV/20201223/XX/XII/16370217,Pashmina ceruty premium basic,Pakaian,34900,51,20000,1799900,23-12-2020,JNE,Regular,Order On Process, NUSA TENGGARA BARAT,Tokopedia
INV/20201223/XX/XII/69039377,Payung lipat 42 inch,Accessories,42900,77,20000,3323300,23-12-2020,SiCepat,Regular,Order Berhasil, RIAU,Tokopedia
INV/20201223/XX/XII/77386171,Sweater unisex kuning,Pakaian,99000,60,20000,5960000,23-12-2020,JNE,Regular,Order Berhasil, BALI,Tokopedia
INV/20201223/XX/XII/46232619,Baju Gamis bahan katun gold,Pakaian,89000,70,20000,6250000,23-12-2020,JNE,Regular,Order Berhasil, LAMPUNG,Tokopedia
INV/20201223/XX/XII/69586665,Baju Koko lengan pendek hitam,Pakaian,89000,55,20000,4915000,23-12-2020,SiCepat,Regular,Order Berhasil, KALIMANTAN TIMUR,Tokopedia
INV/20201223/XX/XII/27546576,Jas Hujan setelan bahan polymer,Pakaian,159000,4,20000,656000,23-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201223/XX/XII/65023864,Seragam Sekolah SD paket lengkap,Pakaian,124900,1,20000,144900,23-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201223/XX/XII/83438436,Batik Couple modis merah maroon,Pakaian,119000,74,20000,8826000,23-12-2020,GO-JEK,Same Day,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201224/XX/XII/95373387,Tas Sekolah tahan air 15.6 inch,Accessories,359000,31,20000,11149000,24-12-2020,JNE,Regular,Order Berhasil, NUSA TENGGARA BARAT,Tokopedia
INV/20201224/XX/XII/53916423,Batik Couple modis merah maroon,Pakaian,119000,86,20000,10254000,24-12-2020,JNE,Regular,Order Berhasil, SUMATERA UTARA,Tokopedia
INV/20201224/XX/XII/71165896,Baju Koko lengan pendek hitam,Pakaian,89000,19,20000,1711000,24-12-2020,JNE,Regular,Order Berhasil, JAWA TIMUR,Tokopedia
INV/20201224/XX/XII/16538413,Seragam Sekolah SD paket lengkap,Pakaian,124900,67,20000,8388300,24-12-2020,GO-JEK,Same Day,Order Berhasil, PAPUA,Tokopedia
INV/20201224/XX/XII/73011509,Payung lipat 42 inch,Accessories,42900,66,20000,2851400,24-12-2020,JNE,Regular,Order On Process, BANTEN,Tokopedia
INV/20201224/XX/XII/79555497,Sweater unisex kuning,Pakaian,99000,54,20000,5366000,24-12-2020,JNE,Regular,Order Berhasil, SUMATERA UTARA,Tokopedia
INV/20201224/XX/XII/18376236,Jas Hujan setelan bahan polymer,Pakaian,159000,5,20000,815000,24-12-2020,SiCepat,Regular,Order Berhasil, JAWA TENGAH,Tokopedia
INV/20201224/XX/XII/37483486,Sepatu Sekolah leher panjang hitam bertali,Sepatu,434900,38,20000,16546200,24-12-2020,SiCepat,Regular,Order Berhasil, NUSA TENGGARA BARAT,Tokopedia
INV/20201224/XX/XII/80489485,Pashmina ceruty premium basic,Pakaian,34900,69,20000,2428100,24-12-2020,JNE,Regular,Order Berhasil, ACEH,Tokopedia
INV/20201224/XX/XII/15235078,Baju Gamis bahan katun gold,Pakaian,89000,83,20000,7407000,24-12-2020,GO-JEK,Same Day,Order Berhasil, KALIMANTAN BARAT,Tokopedia
INV/20201225/XX/XII/18950551,Jas Hujan setelan bahan polymer,Pakaian,159000,7,20000,1133000,25-12-2020,JNE,Regular,Order On Process, JAWA TIMUR,Tokopedia
INV/20201225/XX/XII/11746397,Pashmina ceruty premium basic,Pakaian,34900,82,20000,2881800,25-12-2020,JNE,Regular,Order Berhasil, SUMATERA SELATAN,Tokopedia
